Date;MICROSOFT ;CREDIT SUISSE ASST.MAN. ;BOEING ;COCA COLA ;NIKE
30/09/1996;16.48;7.88;47.25;50.88;60.87
1/10/1996;16.52;8;47.62;50.13;60.31
2/10/1996;16.84;8;48.19;49.75;61.06
3/10/1996;16.75;7.75;48.5;48.88;62.06
4/10/1996;17.05;7.88;48.94;50;62.12
7/10/1996;17.19;7.88;49.31;50.25;62.19
8/10/1996;16.92;7.88;49;50;60.56
9/10/1996;16.81;7.75;48.75;49.75;60.62
10/10/1996;16.72;7.75;48.81;49;60.12
11/10/1996;17.14;7.88;48.94;49.75;59.75
14/10/1996;17.08;7.75;49.06;49.38;61
15/10/1996;17.36;7.75;49.06;48.75;59.94
16/10/1996;17.25;7.63;48.63;48.5;60.56
17/10/1996;16.94;7.5;49;49.25;60.75
18/10/1996;16.84;7.56;49.12;50;60.31
21/10/1996;16.75;7.5;49.38;49.75;61.5
22/10/1996;16.56;7.5;49.19;50.13;60.94
23/10/1996;16.81;7.63;48.5;50.25;60.56
24/10/1996;17.08;7.59;47.75;50.25;62.13
25/10/1996;17.05;7.63;47.06;49.88;63
28/10/1996;17.08;7.63;46.81;49.63;62.25
29/10/1996;16.92;7.5;46.75;49.75;60.88
30/10/1996;17.03;7.38;47.12;50.38;59.75
31/10/1996;17.16;7.5;47.69;50.5;59.13
1/11/1996;17.17;7.5;45.94;50.25;54.75
4/11/1996;17.25;7.38;46.38;50.75;54.75
5/11/1996;17.69;7.38;46.31;51.5;54
6/11/1996;18.06;7.38;45.75;52;55.88
7/11/1996;17.94;7.5;46.44;52.38;56.38
8/11/1996;17.94;7.5;46.94;52.63;57.88
11/11/1996;17.95;7.38;46.5;52;57.38
12/11/1996;17.72;7.25;45.87;51.38;56.25
13/11/1996;18.12;7.38;45.81;52;55.38
14/11/1996;18.7;7.5;46.19;52.13;54.38
15/11/1996;18.62;7.5;45.87;52.75;55.63
18/11/1996;18.8;7.5;46.62;52.25;55.63
19/11/1996;19.48;7.38;47;51.75;54.75
20/11/1996;19.16;7.38;48.19;51.63;53.38
21/11/1996;18.8;7.38;48.75;50.63;53.25
22/11/1996;18.81;7.5;49.31;50.75;56
25/11/1996;19.19;7.5;49.31;51.38;55.75
26/11/1996;19.22;7.5;49.62;51.25;55.63
27/11/1996;19.44;7.5;49.81;51.25;55.88
28/11/1996;19.44;7.5;49.81;51.25;55.88
29/11/1996;19.61;7.5;49.69;51.13;56.88
2/12/1996;19.72;7.5;48.75;50.88;57.5
3/12/1996;19.34;7.5;48.19;49.75;55.75
4/12/1996;19.16;7.38;48.32;49.63;57.5
5/12/1996;19.12;7.5;48.19;49.25;56.88
6/12/1996;19.11;7.25;47.81;49;56.13
9/12/1996;20.44;7.38;48.19;50.25;57
10/12/1996;20.47;7.5;47.75;49.63;56
11/12/1996;20.84;7.5;47.69;49.25;54.63
12/12/1996;20.25;7.5;48.13;47.88;53.88
13/12/1996;20;7.5;48.37;47.88;52.13
16/12/1996;19.19;7.38;50.37;48.13;53
17/12/1996;19.97;7.5;50.5;48.63;52.63
18/12/1996;20.66;7.38;50.75;48.38;59
19/12/1996;21.22;7.63;51.56;51.13;60.88
20/12/1996;20.91;7.5;52.69;52.88;61.5
23/12/1996;20.94;7.63;52;52.38;61
24/12/1996;21.22;7.63;51.56;53.13;61.75
25/12/1996;21.22;7.63;51.56;53.13;61.75
26/12/1996;21.37;7.5;52.12;53.25;62.38
27/12/1996;21.06;7.5;52.19;54;62
30/12/1996;20.87;7.5;53.31;53.13;61.25
31/12/1996;20.66;7.63;53.25;52.63;60
1/01/1997;20.66;7.63;53.25;52.63;60
2/01/1997;20.41;7.63;51.94;51.88;59.63
3/01/1997;21.16;7.63;53.19;53.13;60.5
6/01/1997;21.09;7.63;53.13;52.63;60.75
7/01/1997;21.25;7.63;53.06;54.38;59.88
8/01/1997;20.84;7.5;52.56;53.38;59.5
9/01/1997;20.59;7.5;52.5;53.88;60.63
10/01/1997;21.06;7.63;52.56;54.13;61
13/01/1997;20.94;7.63;53.37;54;60.13
14/01/1997;21.34;7.63;53.19;55.5;61.5
15/01/1997;21.16;7.63;52.87;57;61.63
16/01/1997;21.5;7.5;52.87;57.63;61.88
17/01/1997;21.78;7.75;53.06;58.75;64.5
20/01/1997;22.69;7.63;53.25;58.75;66.75
21/01/1997;23.75;7.75;56.94;59.63;66.13
22/01/1997;24.34;7.75;56.13;59.38;67.63
23/01/1997;23.69;7.75;55.25;57.5;66.38
24/01/1997;23.98;7.75;54.94;57.13;66.13
27/01/1997;24.03;7.75;54.81;56.38;65
28/01/1997;23.91;7.73;52.87;55.5;65
29/01/1997;24.31;7.63;52.44;56.5;66.25
30/01/1997;25.28;7.63;52.87;57.38;66.38
31/01/1997;25.5;7.63;53.56;57.88;68.38
3/02/1997;25.59;7.81;53.94;59.5;67.75
4/02/1997;25.78;7.88;53.75;59.38;66.38
5/02/1997;24.59;7.88;52.94;58.25;65.25
6/02/1997;24.28;7.88;53.25;57.75;63.88
7/02/1997;25.09;7.88;54.75;58.25;65.38
10/02/1997;24.44;7.88;53.63;58.25;67.75
11/02/1997;24.62;7.88;53.56;59.25;68.5
12/02/1997;24.97;7.88;54.81;60.25;71.25
13/02/1997;25;7.88;54.56;61;75.75
14/02/1997;24.47;7.94;53.87;60.63;74.88
17/02/1997;24.47;7.94;53.87;60.63;74.88
18/02/1997;24.34;7.88;55;61.5;75.5
19/02/1997;24.37;8;54.94;62;74.25
20/02/1997;23.81;8;53.75;61.25;73.88
21/02/1997;23.75;8.13;53.94;62;73.5
24/02/1997;25.03;8;52.75;62.88;72.63
25/02/1997;24.87;8;53.13;62.63;74.5
26/02/1997;25.06;8;52.06;61;75
27/02/1997;24.03;8;50.87;61.63;74.13
28/02/1997;24.37;8;50.87;61;71.88
3/03/1997;24.87;8.13;51.06;60.38;70.88
4/03/1997;24.78;8.13;50.12;59.25;71.63
5/03/1997;25.22;8.13;52.31;60.25;71.63
6/03/1997;24.44;7.88;52.19;60.88;71.38
7/03/1997;24.19;8.13;53.19;60.5;68.5
10/03/1997;25;8.13;53.06;61.13;67
11/03/1997;24.59;8.13;54.06;62;66.38
12/03/1997;24.69;8;53.5;61;65.88
13/03/1997;24.91;8;51.56;59.88;64.5
14/03/1997;24.75;8.13;51.5;59.5;65.63
17/03/1997;25.12;7.88;53.25;60.25;65.63
18/03/1997;24.91;8;51.88;60.38;65.5
19/03/1997;24.19;8;52;59.63;68.25
20/03/1997;24;7.88;52.5;59;67.5
21/03/1997;23.5;7.88;52.87;60;65.25
24/03/1997;22.53;8;52.87;59.75;64.38
25/03/1997;22.58;8;52.81;59.5;65.25
26/03/1997;23.56;8;52.62;58.63;65.25
27/03/1997;23.44;7.88;50.87;57.38;63.63
28/03/1997;23.44;7.88;50.87;57.38;63.63
31/03/1997;22.92;7.88;49.31;55.75;61.88
1/04/1997;23.31;7.88;50;56.13;62.38
2/04/1997;23;8;49.12;55.75;61.13
3/04/1997;23.78;7.75;47.94;55.38;58.88
4/04/1997;23.55;7.88;49;57.38;59.13
7/04/1997;23.97;7.88;50.06;56.38;54.88
8/04/1997;24.56;7.88;50.75;56.75;54.75
9/04/1997;24.5;7.75;50.75;57.63;56.38
10/04/1997;24.19;7.88;51.06;57;55.75
11/04/1997;23.75;7.88;50.19;53.75;55
14/04/1997;24.34;7.88;50.37;55.63;56.5
15/04/1997;24.28;8;50.44;58;58.38
16/04/1997;24.56;8;49.81;58.75;58
17/04/1997;24.53;8;49.69;58.5;54.13
18/04/1997;26.91;8;49.81;59.63;52.13
21/04/1997;26.91;8;49.38;58.63;52.5
22/04/1997;27.66;8;50.44;61.88;53.13
23/04/1997;28.78;8;50.75;60.25;54.38
24/04/1997;28.53;7.88;50.94;60;54.75
25/04/1997;28.41;8;51;59.13;56.13
28/04/1997;28.72;8;47.69;61.13;53.38
29/04/1997;29.75;8;48.13;62.63;54.75
30/04/1997;30.37;8;49.31;63.63;56.25
1/05/1997;30.25;8.13;49.5;62.13;57.5
2/05/1997;30.19;8;50.25;64;55.88
5/05/1997;30.05;8;50;66;58.75
6/05/1997;29.33;8.13;50.37;66.5;58.5
7/05/1997;28.87;8.13;49;65.38;57.75
8/05/1997;29.09;8.13;48.69;64.63;56.25
9/05/1997;29.19;8.13;48.94;65.38;56
12/05/1997;29.53;8;49.75;66.5;56.25
13/05/1997;29.44;8.13;50.19;66.5;56.75
14/05/1997;28.97;8.13;49.81;67;57.25
15/05/1997;29.28;8.13;49.94;67.88;57.38
16/05/1997;28.86;8.13;49.38;66.88;54.5
19/05/1997;28.78;8.13;48.63;68;55.5
20/05/1997;29.78;8;50;68.38;56.5
21/05/1997;30.09;8.13;51.25;67.38;56.88
22/05/1997;30.16;8.13;50.19;66.5;56
23/05/1997;30.72;8.13;50.12;68.13;56.13
26/05/1997;30.72;8.13;50.12;68.13;56.13
27/05/1997;31.66;8.13;50.87;68.5;60.13
28/05/1997;31.47;8.13;51.81;67.25;64
29/05/1997;31.47;8.13;52.69;67.5;55.38
30/05/1997;31;8.13;52.69;68.5;57.5
2/06/1997;31.09;8.25;52.69;67.63;56.38
3/06/1997;30.19;8.13;52.44;67.88;55.38
4/06/1997;29.8;8;53.5;66.63;55.5
5/06/1997;30.14;8.13;54;66.5;55.13
6/06/1997;31.02;8.19;54.94;67.75;55.75
9/06/1997;31.28;8.13;56;68.5;57
10/06/1997;31.2;8.13;57.5;68.38;58.13
11/06/1997;31.75;8.13;56.75;68.38;58.88
12/06/1997;31.75;8.25;57.5;70;58.5
13/06/1997;32.41;8.25;57.38;71.88;59.25
16/06/1997;32.84;8.13;57.88;71.63;60.75
17/06/1997;33.55;8.13;56.75;71.63;59.88
18/06/1997;32.55;8.13;56.63;71.38;60.38
19/06/1997;32.33;8.13;56.5;71.5;61
20/06/1997;32.47;8.13;56.88;71.38;60
23/06/1997;32.02;8.13;54.63;69.75;58.88
24/06/1997;33.02;8.25;55.06;70.31;59.88
25/06/1997;32.61;8.13;54.75;69.44;59.88
26/06/1997;32.06;8.25;53.75;69.88;58.25
27/06/1997;31.87;8.13;53;71;58.38
30/06/1997;31.59;8.19;53.06;68;58.38
1/07/1997;31.23;8.25;54.06;68.63;58
2/07/1997;32.09;8.25;54.81;70.44;57.38
3/07/1997;32.39;8.25;55.19;70.75;58.69
4/07/1997;32.39;8.25;55.19;70.75;58.69
7/07/1997;32.37;8.19;55.56;69.88;57.19
8/07/1997;32.81;8.25;56.13;70.56;57.5
9/07/1997;32.69;8.19;56.25;69.38;58.63
10/07/1997;32.47;8.13;55.31;69.63;58.81
11/07/1997;32.44;8.25;56.5;69.81;58.75
14/07/1997;33.98;8.25;57.13;69.75;60
15/07/1997;34.62;8.13;58.06;70.13;61.75
16/07/1997;37.11;8.19;59.69;70.88;60.75
17/07/1997;37.37;8.19;56.75;69.88;61.94
18/07/1997;35.12;8.25;56.06;69.25;61.81
21/07/1997;33.98;8.19;54.38;68.31;60.75
22/07/1997;36.03;8.19;56.38;70.13;61.25
23/07/1997;35.36;8.25;59.06;69.06;61.81
24/07/1997;34.5;8.25;60;70.19;61.13
25/07/1997;34.62;8.31;58.88;70.13;61.38
28/07/1997;34.25;8.31;58.06;69.69;60.5
29/07/1997;34.98;8.31;58.56;69.69;61.44
30/07/1997;35.28;8.31;58.69;69.88;62.75
31/07/1997;35.34;8.31;58.69;69.13;62.63
1/08/1997;35.16;8.31;58.5;68.63;61.88
4/08/1997;35.39;8.38;58.44;68.94;62.38
5/08/1997;35.83;8.38;58.13;68;61.69
6/08/1997;35.86;8.38;58.31;68.13;61
7/08/1997;35.98;8.38;59.13;66.56;59.75
8/08/1997;35;8.25;58.5;62.69;59.06
11/08/1997;34.56;8.31;59.06;61.75;60.25
12/08/1997;34;8.31;56.69;60.94;61.5
13/08/1997;34.02;8.38;58.06;60.44;61.75
14/08/1997;34.06;8.5;57.94;60.06;62.19
15/08/1997;33.22;8.38;55.44;58.75;59.5
18/08/1997;33.47;8.44;56;60.38;59.5
19/08/1997;34.7;8.44;57.38;60.81;57.69
20/08/1997;35.14;8.5;57.25;61.5;57
21/08/1997;34.47;8.31;56.5;60.56;55.94
22/08/1997;34.31;8.44;55.63;60.69;55.88
25/08/1997;34.12;8.38;55.5;59.69;55.5
26/08/1997;33.75;8.38;54.38;59;54.94
27/08/1997;33.64;8.38;55.31;58.63;53.88
28/08/1997;33.02;8.44;55.13;58.25;53.25
29/08/1997;33.05;8.38;54.5;57.31;53.38
1/09/1997;33.05;8.38;54.5;57.31;53.38
2/09/1997;34.3;8.5;57;59.88;55.56
3/09/1997;34.14;8.5;57.44;59;56.31
4/09/1997;34.55;8.38;56.25;59.63;55.38
5/09/1997;34.33;8.31;55.38;59.88;54.38
8/09/1997;34.83;8.38;55;59.13;54.25
9/09/1997;34.87;8.38;54.13;58.75;54.63
10/09/1997;33.78;8.38;52.88;57.63;53.13
11/09/1997;34.2;8.31;51.69;56.13;54
12/09/1997;34.48;8.38;52.94;57.06;54.25
15/09/1997;32.67;8.5;51.44;57.56;53
16/09/1997;34.09;8.5;52.25;59.25;53.13
17/09/1997;33.3;8.44;53.25;59.06;52.63
18/09/1997;33.06;8.38;53.13;58.81;54.88
19/09/1997;33.8;8.44;52.38;59.19;54.31
22/09/1997;33.33;8.44;52.81;59.84;55.38
23/09/1997;33.87;8.5;54.25;59.75;55.13
24/09/1997;33.11;8.5;54.63;60.63;54.5
25/09/1997;33.19;8.44;54.25;61.25;53.88
26/09/1997;33.34;8.5;54.56;61.94;53.5
29/09/1997;33.62;8.56;55;62.56;53.5
30/09/1997;33.08;8.5;54.44;61;53
1/10/1997;33.47;8.56;53.94;61.94;52.88
2/10/1997;33.3;8.56;52.5;62.88;52.94
3/10/1997;33.73;8.44;52;62.38;53.19
6/10/1997;33.78;8.5;52.63;62.88;52.25
7/10/1997;34.14;8.5;53.81;63.81;52.63
8/10/1997;34.75;8.44;54.25;62.75;52
9/10/1997;34.73;8.5;53.88;61.81;51.81
10/10/1997;34.12;8.38;54.31;61.69;51.88
13/10/1997;34.19;8.31;54.75;61.31;52.06
14/10/1997;34.17;8.38;54.81;60.75;52.25
15/10/1997;33.94;8.38;54.69;59.81;52.13
16/10/1997;33.48;8.44;52.5;58.94;51.25
17/10/1997;33.06;8.44;51.88;58.5;50
20/10/1997;33.16;8.44;53.56;58.81;49.94
21/10/1997;34.62;8.38;54;60;48.88
22/10/1997;33.92;8.5;49.88;59.31;49.06
23/10/1997;33.91;8.5;49.06;57.69;49
24/10/1997;33.84;8.44;48.44;55.5;48.56
27/10/1997;32.19;8.31;43;53.56;45.75
28/10/1997;33.34;8.31;48;57.75;47.13
29/10/1997;32.78;8.44;47.44;57.13;47.81
30/10/1997;32.16;8.38;47.05;56;47.31
31/10/1997;32.5;8.44;48;56.63;47.13
3/11/1997;33.53;8.56;47.69;58.25;48.56
4/11/1997;33.56;8.56;47;58.06;49.06
5/11/1997;33.39;8.56;46.13;57.63;48.75
6/11/1997;33.02;8.5;46.06;57.88;48.56
7/11/1997;32.89;8.5;45.75;57;48
10/11/1997;32.55;8.5;46.63;55.75;47.69
11/11/1997;32.66;8.5;46.25;56.56;47.5
12/11/1997;32.3;8.5;46.44;56.44;46.75
13/11/1997;32.89;8.63;47.31;57.44;46.81
14/11/1997;33.33;8.63;48;57.56;48.69
17/11/1997;33.72;8.63;49.69;59.63;50.06
18/11/1997;33.5;8.56;49.56;59.75;50.69
19/11/1997;33.77;8.63;50;62.13;50.63
20/11/1997;34.22;8.56;49.94;63.5;50
21/11/1997;34.47;8.63;50.13;63.75;50.88
24/11/1997;33.87;8.56;49.63;62.56;48.75
25/11/1997;34.75;8.63;51.38;64.13;49.94
26/11/1997;35.39;8.69;51.88;62.38;49.88
27/11/1997;35.39;8.69;51.88;62.38;49.88
28/11/1997;35.37;8.56;53.13;62.5;48.69
1/12/1997;35.95;8.63;53.94;64.56;49.81
2/12/1997;35.56;8.69;54;65.88;48.25
3/12/1997;36.17;8.69;53.88;65.81;47.94
4/12/1997;35.64;8.63;52.44;64.81;48.25
5/12/1997;35.78;8.56;52.38;66.06;47.25
8/12/1997;36.53;8.63;51.44;63.56;47.13
9/12/1997;36.08;8.63;50.75;63.63;46.44
10/12/1997;35.56;8.63;49.94;63.88;46.5
11/12/1997;34.77;8.56;48.63;63.63;45.13
12/12/1997;34.19;8.69;49;64.94;44.44
15/12/1997;34.03;8.63;48.94;65.88;44.44
16/12/1997;34.77;8.56;50.63;65.69;44.75
17/12/1997;33.91;8.69;50.56;65.88;43.44
18/12/1997;32.72;8.69;49.81;64.25;40
19/12/1997;32.17;8.63;48.56;65.44;40.13
22/12/1997;31.75;8.63;48.75;66.06;39.88
23/12/1997;30.83;8.63;48.13;65;39
24/12/1997;29.73;8.63;47.81;64.63;38.75
25/12/1997;29.73;8.63;47.81;64.63;38.75
26/12/1997;30.19;8.75;47.81;64.38;39.13
29/12/1997;31.58;8.75;48.19;66.31;38.69
30/12/1997;32.56;8.69;48.38;67.06;39.75
31/12/1997;32.31;8.75;48.94;66.69;39.06
1/01/1998;32.31;8.75;48.94;66.69;39.06
2/01/1998;32.78;8.69;48.88;66.94;40.06
5/01/1998;32.59;8.75;48.63;66.44;42.81
6/01/1998;32.78;8.69;47.88;66.13;42.75
7/01/1998;32.39;8.63;48.13;66.19;42.38
8/01/1998;32.62;8.75;46.38;66.63;42.19
9/01/1998;31.75;8.75;45.13;64.13;39.5
12/01/1998;32.37;8.69;45.38;66.06;39.94
13/01/1998;33.03;8.69;45.06;65.38;40.94
14/01/1998;32.78;8.69;46.25;64.63;41.19
15/01/1998;33.08;8.75;44.13;63.75;41.38
16/01/1998;33.81;8.81;43.44;65;41.19
19/01/1998;33.81;8.81;43.44;65;41.19
20/01/1998;34.45;8.75;43.5;65.94;41.69
21/01/1998;34.25;8.81;44;65.5;41.63
22/01/1998;34.66;8.81;45.25;65.44;40.25
23/01/1998;34.56;8.75;44.31;63.81;40.13
26/01/1998;35.44;8.69;44.44;63.06;40.13
27/01/1998;36.3;8.75;45;63.25;40.5
28/01/1998;37.25;8.69;47.06;64.13;40.81
29/01/1998;37.06;8.75;47.5;64.75;41.06
30/01/1998;37.3;8.75;47.63;64.75;40.06
2/02/1998;38.72;8.69;48.31;66.69;41.19
3/02/1998;38.97;8.69;48.31;67.5;41.75
4/02/1998;39.2;8.69;47.44;67.06;42.19
5/02/1998;38.86;8.63;46.81;67.56;40.5
6/02/1998;39.53;8.63;46.44;67.19;41.06
9/02/1998;39.3;8.63;46.38;67.38;40.13
10/02/1998;39.81;8.63;48.63;67.94;40.31
11/02/1998;39.73;8.63;49.19;68.88;40.25
12/02/1998;39.69;8.44;49.25;69.25;40.56
13/02/1998;39.37;8.44;50.38;68.56;40.88
16/02/1998;39.37;8.44;50.38;68.56;40.88
17/02/1998;38.59;8.5;52.5;68.5;44.38
18/02/1998;38.66;8.5;51.75;69.13;44.63
19/02/1998;38.72;8.56;50.81;68.75;45.13
20/02/1998;38.78;8.63;50.13;69.56;45.06
23/02/1998;40.81;8.56;50.69;69.19;46.69
24/02/1998;41.06;8.63;50.31;68.31;43.13
25/02/1998;42.47;8.56;51.25;68.63;45
26/02/1998;42.75;8.63;53.94;68.88;44.13
27/02/1998;42.37;8.63;54.25;68.63;43.88
2/03/1998;41.66;8.56;52.75;68;44.13
3/03/1998;42.25;8.56;52.38;68.19;44.31
4/03/1998;41.16;8.5;53.31;68.75;45.25
5/03/1998;40.03;8.56;52.25;69.31;45.69
6/03/1998;41.37;8.5;52.44;70.5;46.5
9/03/1998;39.8;8.5;52.56;72.56;46.44
10/03/1998;40.75;8.5;52.38;72.63;47.38
11/03/1998;40.34;8.56;52.19;72.44;47.13
12/03/1998;40.94;8.63;51.5;71.63;45.81
13/03/1998;41.19;8.56;51.81;70.56;44.81
16/03/1998;41;8.5;51.44;71.75;45.13
17/03/1998;40.19;8.56;52;72.44;44.5
18/03/1998;40.87;8.5;50.88;74.81;46.13
19/03/1998;41;8.5;51.44;74.94;43.81
20/03/1998;40.91;8.44;53.44;77.5;44.31
23/03/1998;41.94;8.31;51.63;75.88;43.88
24/03/1998;42.47;8.31;52.38;76;44.69
25/03/1998;44.41;8.25;52.88;76.19;44
26/03/1998;44.12;8.31;52.13;76.44;43.75
27/03/1998;43.91;8.31;51.25;75.06;43.81
30/03/1998;43.97;8.31;50.5;78.38;42.88
31/03/1998;44.75;8.19;52.13;77.44;44.25
1/04/1998;45.19;8.13;52.75;80.63;44.13
2/04/1998;45.66;8.19;54.94;81.13;44.69
3/04/1998;46.5;8.19;54.94;80.44;45.06
6/04/1998;44.97;8.25;56.06;79.25;44.88
7/04/1998;43.62;8.13;55.63;79;44.25
8/04/1998;44.47;8.13;55.25;78.06;43.81
9/04/1998;44.5;8.19;55.19;78.56;44.25
10/04/1998;44.5;8.19;55.19;78.56;44.25
13/04/1998;44.31;8.19;53.63;77.75;43.88
14/04/1998;44.22;8.31;53.13;77.81;43.88
15/04/1998;45.69;8.31;52.56;76.69;43.25
16/04/1998;45.84;8.25;53;74.81;42.88
17/04/1998;46.06;8.31;53.69;76.81;43.88
20/04/1998;47.31;8.25;53.25;75.31;43.19
21/04/1998;47.44;8.25;53.06;74.69;46.81
22/04/1998;49.44;8.31;53;75.75;47.5
23/04/1998;47.25;8.25;51.5;74.75;46.88
24/04/1998;46.06;8.19;50.69;73.63;47.06
27/04/1998;45.16;8.19;50.25;72.38;47.06
28/04/1998;44.94;8.25;49.69;72.44;48.44
29/04/1998;45.25;8.19;50.06;73.69;48.19
30/04/1998;45.06;8.25;50.06;75.88;47.75
1/05/1998;44.81;8.31;51.75;76.19;47.81
4/05/1998;44.03;8.31;51.13;76.25;48.19
5/05/1998;43.87;8.31;50.94;76.06;47.06
6/05/1998;43.19;8.19;50.31;76;46.75
7/05/1998;41.69;8.19;49.88;75.69;45.63
8/05/1998;42.87;8.31;50.5;76.44;46
11/05/1998;42.12;8.25;49.63;77.44;45.44
12/05/1998;42.84;8.25;49.5;77.75;47.44
13/05/1998;43.47;8.25;49.75;77.25;47.19
14/05/1998;44.47;8.31;49.88;77.75;46.56
15/05/1998;44.72;8.25;49.63;76.88;47
18/05/1998;43.03;8.25;48.63;77.38;46.38
19/05/1998;43.25;8.25;48.38;78.06;46.81
20/05/1998;42.87;8.31;48;79.81;46.13
21/05/1998;43.19;8.25;48.19;79.44;46.94
22/05/1998;42.78;8.31;48.38;78.81;47.19
25/05/1998;42.78;8.31;48.38;78.81;47.19
26/05/1998;41.81;8.31;47.25;77.38;47
27/05/1998;43;8.31;46.5;78.25;46.88
28/05/1998;43.16;8.38;46.88;78.94;46.88
29/05/1998;42.41;8.38;47.75;78.38;46
1/06/1998;41.87;8.38;47.63;79.5;45.75
2/06/1998;42.75;8.38;45.88;79.63;45.75
3/06/1998;42.16;8.38;45.88;79.44;45.75
4/06/1998;43.03;8.31;45.06;80.19;46.06
5/06/1998;43.12;8.38;45.5;82.06;46.31
8/06/1998;42.84;8.38;45.75;81.06;45.94
9/06/1998;43.53;8.5;46;81.63;45.94
10/06/1998;43;8.38;45.44;81.25;45
11/06/1998;42.66;8.38;45.06;79.69;44.81
12/06/1998;42.87;8.44;44.94;80.69;44.19
15/06/1998;42.97;8.31;43.5;79.31;43.38
16/06/1998;44.94;8.38;43.44;79;43.81
17/06/1998;45.53;8.31;43.75;80.31;44.56
18/06/1998;45.59;8.31;43.94;81.38;44.5
19/06/1998;47.34;8.31;42.94;80.38;44.56
22/06/1998;47.91;8.38;42.75;81.13;45.63
23/06/1998;50.37;8.25;43.38;82.56;45.94
24/06/1998;52.47;8.25;44.69;84.13;46.56
25/06/1998;50.78;8.25;44.63;84.88;47.13
26/06/1998;52.22;8.31;45.69;85.81;47.75
29/06/1998;53.72;8.31;44.63;86;49.25
30/06/1998;54.19;8.38;44.56;85.5;48.69
1/07/1998;54.69;8.5;47.44;85.75;52.06
2/07/1998;53.62;8.44;48.44;85.38;52.25
3/07/1998;53.62;8.44;48.44;85.38;52.25
6/07/1998;53.91;8.38;48.63;86.75;51.44
7/07/1998;53.97;8.5;47.81;85.94;51.13
8/07/1998;54.94;8.38;48.69;87.19;52.25
9/07/1998;55.5;8.44;48.06;86.69;51.13
10/07/1998;56.59;8.44;47.88;87.19;51
13/07/1998;58.78;8.44;47.56;86.88;50.25
14/07/1998;58.25;8.5;48.5;87.94;49.75
15/07/1998;58.69;8.56;49.31;87.81;48.44
16/07/1998;58.69;8.5;48.75;87.19;49.69
17/07/1998;58.97;8.44;50;86.13;50.25
20/07/1998;58.5;8.5;49.25;84.56;49.88
21/07/1998;56.41;8.5;48.19;84.25;47.75
22/07/1998;58.37;8.5;47.75;83.88;48.5
23/07/1998;56.5;8.44;41.19;83;46.31
24/07/1998;56.91;8.5;40.31;83.44;45.75
27/07/1998;58.37;8.38;39;84.94;46.38
28/07/1998;56.12;8.5;39;83.38;45
29/07/1998;55.34;8.44;38.75;81.88;45.63
30/07/1998;56.72;8.44;39.13;82.75;45.81
31/07/1998;54.97;8.38;38.81;80.5;44.5
3/08/1998;54.22;8.44;37.88;82.13;44.69
4/08/1998;52.25;8.38;36.88;78.63;43
5/08/1998;52.16;8.38;36.5;80.38;44.06
6/08/1998;53.44;8.31;37.06;81.63;43.5
7/08/1998;52.94;8.44;39.25;80.44;43.19
10/08/1998;52.22;8.44;39.25;80.13;42.94
11/08/1998;51.72;8.25;38;79.5;42
12/08/1998;52.53;8.44;38.88;79.69;40.31
13/08/1998;51.97;8.38;37.19;78.75;39.94
14/08/1998;52.12;8.38;36.81;76.81;39.63
17/08/1998;53.66;8.38;36.94;79.06;39.13
18/08/1998;55.62;8.31;37.56;79.06;39.38
19/08/1998;55.28;8.25;36.75;78.69;39.5
20/08/1998;56.28;8.31;36.31;79.44;39.5
21/08/1998;55.31;8;36.38;79.31;39.69
24/08/1998;55.19;7.81;35.69;79.63;39.19
25/08/1998;56.41;8;35.38;80.13;39.31
26/08/1998;56.28;7.88;35.5;79.19;37.38
27/08/1998;54.62;7.81;35;74.75;36.25
28/08/1998;52.62;7.75;33.94;72.75;35.5
31/08/1998;47.97;7.31;30.94;65.13;34.69
1/09/1998;50.62;7.5;33.06;68.25;34.38
2/09/1998;50.28;7.69;34;64.25;31.75
3/09/1998;49.62;7.5;34.56;61.94;33.5
4/09/1998;48.31;7.44;33.94;62.13;34.38
7/09/1998;48.31;7.44;33.94;62.13;34.38
8/09/1998;50.98;7.69;36.19;63.5;35.13
9/09/1998;51.12;7.81;35.25;62.63;33.5
10/09/1998;50.37;7.56;33.88;60.88;32.75
11/09/1998;52.12;7.63;34;62.44;34.06
14/09/1998;53;7.75;34.38;63.31;35.31
15/09/1998;54.16;8.06;34.25;61.19;34.5
16/09/1998;54.09;7.94;34.5;62.44;36.19
17/09/1998;52.47;7.88;34.06;60.81;33.75
18/09/1998;52.69;7.94;34.44;61.38;37.75
21/09/1998;53.94;7.88;34;59.19;39.06
22/09/1998;54.59;7.88;34.19;56.38;38.56
23/09/1998;56.81;7.94;33.81;58;38.75
24/09/1998;55.06;7.88;34.5;56.69;41.88
25/09/1998;56.53;7.75;34.69;56.19;40.94
28/09/1998;55.66;7.88;34.94;57.25;39.75
29/09/1998;56.44;7.81;35.56;58.69;38.81
30/09/1998;55.03;7.69;34.31;57.63;36.81
1/10/1998;52.03;7.69;32.31;56.25;37.25
2/10/1998;52.06;7.75;32.56;58.94;39.19
5/10/1998;50.59;7.5;33.25;61.44;38.19
6/10/1998;48.81;7.56;32.94;62.81;38.38
7/10/1998;47.06;7.38;32.13;63.31;37.88
8/10/1998;45.59;7.25;30.88;64.5;37
9/10/1998;48.44;7.25;32;63.81;37.63
